Unnamed: 0,ms_subclass,lot_frontage,lot_area,lot_shape,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,electrical,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,overall_qual_p2,overall_qual_p3,overallqual_grlivarea,gr_liv_area_p2,gr_liv_area_p3,ms_zoning_c (all),ms_zoning_fv,ms_zoning_rl,ms_zoning_rm,alley_None,alley_grvl,alley_pave,land_contour_bnk,land_contour_hls,land_contour_low,land_contour_lvl,lot_config_corner,lot_config_culdsac,lot_config_fr2,lot_config_inside,neighborhood_blmngtn,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_idotrr,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_noridge,neighborhood_nridght,neighborhood_nwames,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_swisu,neighborhood_timber,condition_1_artery,condition_1_feedr,condition_1_norm,condition_1_posn,condition_1_rrae,condition_1_rran,condition_2_norm,bldg_type_1fam,bldg_type_2fmcon,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,house_style_1.5fin,house_style_1story,house_style_2story,house_style_sfoyer,house_style_slvl,roof_style_gable,roof_style_hip,roof_matl_compshg,exterior_1st_asbshng,exterior_1st_brkface,exterior_1st_cemntbd,exterior_1st_hdboard,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_stucco,exterior_1st_vinylsd,exterior_1st_wd sdng,exterior_1st_wdshing,exterior_2nd_asbshng,exterior_2nd_brkface,exterior_2nd_cmentbd,exterior_2nd_hdboard,exterior_2nd_metalsd,exterior_2nd_plywood,exterior_2nd_stucco,exterior_2nd_vinylsd,exterior_2nd_wd sdng,exterior_2nd_wd shng,mas_vnr_type_None,mas_vnr_type_brkface,mas_vnr_type_none,mas_vnr_type_stone,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,heating_gasa,heating_gasw,central_air_n,central_air_y,garage_type_2types,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_detchd,garage_type_no garage,misc_feature_None,misc_feature_shed,sale_type_cod,sale_type_new,sale_type_wd ,combined_sale_type,combined_house_style,combined_roof_style
118,190,0.0,10532,3,0,5,3,1960,1960,275.0,3,4,5,5,2,5,988.0,5,0.0,0.0,988.0,2,4,0,0,1721,1.0,0.0,2,0,3,1,3,4,2,5,1960.0,3,626.0,5,5,2,50,84,0,0,0,0,0,0,0,12,2008,145000,25,125,8605,2961841,5097328361,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
119,60,65.0,15426,0,0,6,5,1997,1997,0.0,3,4,3,5,3,3,821.0,5,0.0,107.0,928.0,0,4,836,0,1764,1.0,0.0,2,1,3,1,2,7,0,0,1997.0,2,470.0,5,5,2,276,99,0,0,0,0,0,3,0,8,2009,231500,36,216,10584,3111696,5489031744,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
120,30,63.0,13907,3,0,5,6,1940,1969,0.0,3,4,5,5,3,2,290.0,5,0.0,706.0,996.0,0,4,0,0,996,1.0,0.0,1,0,3,1,3,7,1,3,0.0,0,0.0,0,0,2,144,0,0,0,0,0,0,0,0,7,2008,108000,25,125,4980,992016,988047936,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
121,20,70.0,8750,3,0,5,5,1956,1956,0.0,3,4,5,5,3,5,435.0,1,202.0,565.0,1202.0,4,4,0,0,1202,0.0,1.0,1,0,3,1,3,7,0,0,1956.0,2,304.0,5,5,2,0,35,120,0,0,0,0,2,0,11,2009,120000,25,125,6010,1444804,1736654408,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
122,20,0.0,9945,0,0,5,5,1961,1961,57.0,3,4,5,5,3,5,827.0,5,0.0,161.0,988.0,4,4,0,0,988,1.0,0.0,1,0,3,1,3,7,0,0,1963.0,3,572.0,5,5,2,0,0,0,0,0,0,0,0,0,10,2007,128500,25,125,4940,976144,964430272,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
123,30,56.0,8960,3,0,5,6,1927,1950,0.0,3,4,5,5,3,6,0.0,5,0.0,1008.0,1008.0,2,0,0,0,1028,0.0,0.0,1,0,2,1,3,7,1,3,1927.0,3,360.0,5,5,2,0,0,130,0,0,0,0,0,0,3,2010,115000,25,125,5140,1056784,1086373952,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
124,50,50.0,3500,3,0,5,7,1947,1950,0.0,3,4,5,5,3,4,312.0,5,0.0,408.0,720.0,4,4,564,0,1284,0.0,0.0,1,1,2,1,3,7,0,0,1948.0,3,240.0,5,5,2,0,35,0,0,0,0,0,4,0,4,2009,110000,25,125,6420,1648656,2116874304,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
125,60,0.0,24572,0,0,9,3,1977,1977,1050.0,2,2,3,5,3,3,410.0,5,0.0,584.0,994.0,4,4,1345,0,2944,0.0,0.0,2,2,3,1,2,7,1,3,1977.0,2,864.0,5,5,2,140,70,16,0,0,0,0,0,0,6,2008,150000,81,729,26496,8667136,25516048384,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
126,60,74.0,9056,0,0,8,5,2004,2004,0.0,2,4,1,3,0,6,0.0,5,0.0,707.0,707.0,0,4,707,0,1414,0.0,0.0,2,1,3,1,2,7,1,3,2004.0,1,403.0,5,5,2,100,35,0,0,0,0,0,0,0,10,2006,178000,64,512,11312,1999396,2827145944,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
127,70,70.0,12320,0,0,7,7,1932,1990,0.0,3,4,5,5,3,6,0.0,5,0.0,637.0,637.0,0,4,650,0,1609,0.0,0.0,1,1,3,1,2,7,2,3,1963.0,3,579.0,5,5,2,0,0,0,0,104,0,0,2,0,5,2006,199500,49,343,11263,2588881,4165509529,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
128,60,60.0,8238,0,0,6,5,1997,1998,0.0,3,4,5,5,3,3,700.0,5,0.0,113.0,813.0,0,4,712,0,1525,1.0,0.0,2,1,3,1,3,7,1,5,1997.0,1,400.0,5,5,2,421,72,0,0,0,0,0,0,0,5,2006,183500,36,216,9150,2325625,3546578125,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
129,80,75.0,6000,3,0,5,5,1967,1967,0.0,1,4,3,5,2,5,257.0,5,0.0,367.0,624.0,0,4,564,0,1656,0.0,0.0,1,1,3,1,3,4,1,4,1967.0,3,288.0,5,5,2,0,180,0,0,100,0,0,3,0,7,2008,126000,25,125,8280,2742336,4541308416,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
130,120,24.0,2529,3,0,7,6,1977,1977,0.0,3,4,3,5,3,1,378.0,5,0.0,677.0,1055.0,1,4,0,0,1055,0.0,0.0,2,0,2,1,3,7,0,0,1977.0,3,440.0,5,5,2,0,38,0,0,0,0,0,0,0,9,2008,148500,49,343,7385,1113025,1174241375,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
131,60,60.0,10800,3,0,5,7,1939,2006,0.0,3,2,5,5,3,6,0.0,5,0.0,676.0,676.0,0,4,676,0,1352,0.0,1.0,2,0,4,1,2,7,0,0,1939.0,3,720.0,5,5,2,187,0,128,0,0,0,0,0,0,8,2009,149000,25,125,6760,1827904,2471326208,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
132,160,24.0,2349,3,0,6,5,1977,1977,0.0,3,4,3,5,3,1,389.0,5,0.0,466.0,855.0,4,4,601,0,1456,0.0,0.0,2,1,3,1,3,7,1,5,1977.0,3,440.0,5,5,2,0,28,0,0,0,0,0,0,0,5,2009,137900,36,216,8736,2119936,3086626816,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
133,120,32.0,10846,0,0,8,5,1993,1993,0.0,2,4,3,5,1,3,1619.0,5,0.0,100.0,1719.0,0,4,0,0,1719,2.0,0.0,1,1,1,1,2,7,2,3,1993.0,1,473.0,5,5,2,122,30,0,0,0,0,0,0,0,5,2008,324000,64,512,13752,2954961,5079577959,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
134,30,67.0,5604,3,0,5,6,1925,1950,0.0,3,4,5,5,3,5,468.0,5,0.0,396.0,864.0,4,0,0,0,864,1.0,0.0,1,0,2,1,3,7,0,0,0.0,0,0.0,0,0,2,0,0,96,0,0,0,0,0,0,4,2008,98000,25,125,4320,746496,644972544,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
135,160,21.0,1680,3,0,6,5,1973,1973,359.0,3,4,5,5,3,4,458.0,5,0.0,25.0,483.0,4,4,504,0,987,0.0,1.0,1,1,2,1,3,7,0,0,1973.0,3,264.0,5,5,2,52,0,0,0,0,0,0,0,0,2,2008,103400,36,216,5922,974169,961504803,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
136,50,54.0,6342,3,0,5,8,1875,1996,0.0,3,2,5,5,3,6,0.0,5,0.0,780.0,780.0,2,4,240,0,1020,0.0,0.0,1,0,2,1,3,7,0,0,0.0,0,0.0,0,0,0,0,0,176,0,0,0,0,0,0,5,2010,94000,25,125,5100,1040400,1061208000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
137,120,34.0,4590,3,0,8,5,2006,2006,108.0,2,4,3,3,2,3,24.0,5,0.0,1530.0,1554.0,0,4,0,0,1554,0.0,0.0,2,0,2,1,2,7,1,3,2006.0,2,627.0,5,5,2,156,73,0,0,0,0,0,0,0,8,2007,209500,64,512,12432,2414916,3752779464,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
138,60,60.0,18062,0,0,10,5,2006,2006,662.0,0,4,1,5,1,6,0.0,5,0.0,1528.0,1528.0,0,4,1862,0,3390,0.0,0.0,3,1,5,1,0,7,1,1,2006.0,1,758.0,5,5,2,204,34,0,0,0,0,0,0,0,9,2006,545224,100,1000,33900,11492100,38958219000,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
139,70,60.0,12900,3,0,6,8,1912,2009,0.0,2,2,5,5,3,6,0.0,5,0.0,780.0,780.0,0,4,780,0,1560,0.0,0.0,1,1,3,1,2,7,0,0,0.0,0,0.0,0,0,0,344,0,0,0,168,0,0,0,0,5,2010,159900,36,216,9360,2433600,3796416000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
140,20,140.0,19138,3,0,4,5,1951,1951,0.0,3,4,5,5,3,4,120.0,5,0.0,744.0,864.0,0,4,0,0,864,0.0,0.0,1,0,2,1,3,7,0,0,1951.0,3,400.0,5,5,2,0,0,0,0,0,0,0,0,0,6,2010,141000,16,64,3456,746496,644972544,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
141,60,0.0,8658,0,0,6,5,2000,2000,0.0,3,4,3,5,3,1,732.0,5,0.0,250.0,982.0,0,4,881,0,1889,0.0,0.0,2,1,3,1,3,7,1,5,2000.0,1,431.0,5,5,2,0,0,0,0,0,0,0,0,0,4,2006,215000,36,216,11334,3568321,6740558369,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
142,20,0.0,6897,0,0,5,8,1962,2010,0.0,3,2,5,5,3,1,659.0,5,0.0,381.0,1040.0,0,4,0,0,1040,1.0,0.0,1,1,3,1,3,7,0,0,1962.0,3,260.0,5,5,2,0,104,0,0,0,0,0,0,0,4,2010,127000,25,125,5200,1081600,1124864000,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
143,20,75.0,9525,3,0,5,7,1954,1998,0.0,3,4,5,5,0,2,954.0,5,0.0,218.0,1172.0,4,4,0,0,1172,1.0,0.0,1,0,3,1,3,7,0,0,1954.0,1,366.0,5,5,2,240,0,0,0,0,0,0,0,0,6,2010,128000,25,125,5860,1373584,1609840448,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
144,20,57.0,12853,0,0,8,5,2010,2010,0.0,2,4,1,4,3,3,1032.0,5,0.0,610.0,1642.0,0,4,0,0,1418,1.0,0.0,1,1,1,1,2,7,1,3,2010.0,2,852.0,5,5,2,160,192,0,224,0,0,0,0,0,4,2010,267916,64,512,11344,2010724,2851206632,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
145,50,52.0,6240,3,0,6,6,1931,1950,0.0,3,4,5,2,3,4,425.0,5,0.0,459.0,884.0,4,0,408,0,1367,0.0,0.0,1,0,3,1,3,7,1,3,1978.0,3,560.0,5,5,2,0,0,0,0,120,0,0,0,0,11,2007,127500,36,216,8202,1868689,2554497863,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
146,85,64.0,7301,3,0,7,5,2003,2003,500.0,2,4,0,0,3,0,0.0,5,0.0,0.0,0.0,0,4,1427,0,1922,0.0,0.0,3,0,4,1,2,7,1,1,2003.0,2,672.0,5,5,2,0,0,177,0,0,0,0,0,0,7,2009,198500,49,343,13454,3694084,7100029448,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
147,20,78.0,12090,0,0,6,6,1981,1981,210.0,3,2,3,5,3,3,588.0,3,228.0,606.0,1422.0,4,4,0,0,1422,0.0,0.0,2,0,3,1,2,7,1,5,1981.0,1,576.0,5,5,2,276,0,0,0,0,0,0,1,0,6,2008,175500,36,216,8532,2022084,2875403448,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
148,60,0.0,8826,3,0,7,5,2000,2000,144.0,2,4,3,5,3,3,841.0,5,0.0,144.0,985.0,0,4,857,0,1842,1.0,0.0,2,1,3,1,2,7,1,5,2000.0,1,486.0,5,5,2,193,96,0,0,0,0,0,0,0,7,2007,217500,49,343,12894,3392964,6249839688,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
149,50,57.0,8094,3,0,4,5,1915,1950,0.0,3,1,5,5,3,6,0.0,5,0.0,888.0,888.0,0,4,1074,0,1962,0.0,0.0,1,1,4,1,3,7,1,5,1915.0,3,572.0,5,5,2,160,0,364,0,0,0,0,1,0,6,2010,149500,16,64,7848,3849444,7552609128,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
150,20,0.0,10710,3,0,5,7,1966,2004,165.0,2,4,5,5,3,2,644.0,5,0.0,220.0,864.0,0,4,0,0,1120,0.0,1.0,1,0,3,1,3,7,1,5,1966.0,2,656.0,5,5,2,0,162,0,0,0,0,0,0,1200,7,2009,148800,25,125,5600,1254400,1404928000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
151,60,85.0,16056,0,0,9,5,2005,2006,208.0,2,4,1,5,0,3,240.0,5,0.0,1752.0,1992.0,0,4,876,0,2868,0.0,0.0,3,1,4,1,0,7,1,3,2005.0,1,716.0,5,5,2,214,108,0,0,0,0,0,0,0,7,2006,556581,81,729,25812,8225424,23590516032,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
