,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
159,20,rl,72.0,10011,pave,None,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1957,1996,gable,compshg,hdboard,hdboard,brkface,64.0,ta,ta,cblock,ta,ta,no,blq,360.0,unf,0.0,710.0,1070.0,gasa,ta,y,sbrkr,1236,0,0,1236,0.0,1.0,1,0,2,1,gd,6,min1,1,fa,attchd,1957.0,unf,1.0,447.0,ta,ta,y,0,0,0,0,0,0,None,mnprv,None,0,5,2006,wd ,134450
160,30,rl,0.0,25339,pave,None,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,7,1918,2007,gable,compshg,wd sdng,wd sdng,none,0.0,ta,gd,brktil,ta,ta,no,unf,0.0,unf,0.0,816.0,816.0,gasa,ex,y,sbrkr,1416,0,0,1416,0.0,0.0,2,0,3,1,gd,7,typ,0,None,attchd,2007.0,unf,2.0,576.0,ta,ta,n,0,0,112,0,0,0,None,None,None,0,8,2007,wd ,112000
161,60,rl,0.0,8883,pave,None,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,1988,1988,gable,compshg,hdboard,hdboard,brkface,360.0,gd,ta,pconc,gd,ta,no,glq,608.0,lwq,321.0,0.0,929.0,gasa,ex,y,sbrkr,946,927,0,1873,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,1988.0,rfn,2.0,619.0,ta,ta,y,108,48,0,0,144,0,None,gdprv,None,0,5,2007,wd ,207000
162,90,rm,50.0,3000,pave,grvl,reg,bnk,allpub,inside,gtl,oldtown,norm,norm,duplex,2story,5,1,1922,1950,hip,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,ta,fa,no,unf,0.0,unf,0.0,1040.0,1040.0,gasa,ta,n,sbrkr,1088,1040,0,2128,0.0,0.0,2,0,4,2,ta,11,sev,0,None,no garage,0.0,None,0.0,0.0,None,None,y,0,56,0,0,0,0,None,None,None,0,9,2009,wd ,62500
163,160,rl,36.0,2448,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,twnhs,2story,7,5,2003,2004,gable,compshg,vinylsd,wd shng,stone,106.0,gd,ta,pconc,gd,ta,no,glq,573.0,unf,0.0,191.0,764.0,gasa,ex,y,sbrkr,764,862,0,1626,1.0,0.0,2,1,2,1,gd,6,typ,0,None,builtin,2003.0,rfn,2.0,474.0,ta,ta,y,0,27,0,0,0,0,None,None,None,0,10,2008,wd ,154000
164,20,rl,73.0,7100,pave,None,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,7,1957,1957,gable,compshg,wdshing,wd shng,none,0.0,ta,ta,cblock,ta,ta,no,glq,708.0,unf,0.0,108.0,816.0,gasa,ta,y,fusea,816,0,0,816,1.0,0.0,1,0,2,1,ta,5,typ,0,None,detchd,1957.0,unf,1.0,308.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,7,2006,wd ,129900
165,160,rm,36.0,2592,pave,None,reg,lvl,allpub,inside,gtl,meadowv,norm,norm,twnhse,2story,5,3,1976,1976,gable,compshg,cemntbd,cmentbd,none,0.0,ta,ta,cblock,gd,ta,no,rec,129.0,blq,232.0,175.0,536.0,gasa,ta,y,sbrkr,536,576,0,1112,0.0,0.0,1,1,3,1,ta,4,typ,0,None,attchd,1976.0,unf,1.0,336.0,ta,ta,y,182,0,0,0,0,0,None,None,None,0,4,2010,wd ,85000
166,50,rm,0.0,5700,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1.5fin,7,7,1926,1950,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,572.0,572.0,gasa,ta,y,sbrkr,572,539,0,1111,0.0,0.0,1,0,2,1,ta,5,typ,1,gd,detchd,1982.0,unf,1.0,288.0,ta,ta,y,0,0,176,0,0,0,None,None,None,0,8,2008,wd ,116900
167,160,rl,24.0,2289,pave,None,reg,lvl,allpub,inside,gtl,npkvill,norm,norm,twnhs,2story,6,6,1978,1978,gable,compshg,plywood,brk cmn,none,0.0,ta,ta,cblock,ta,ta,no,alq,311.0,unf,0.0,544.0,855.0,gasa,ta,y,sbrkr,855,586,0,1441,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,1978.0,unf,2.0,440.0,ta,ta,y,28,0,0,0,0,0,None,None,None,0,4,2009,wd ,148500
168,190,rl,60.0,12180,pave,None,reg,lvl,allpub,inside,gtl,edwards,norm,norm,2fmcon,1.5fin,4,4,1941,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,fa,brktil,gd,ta,no,blq,348.0,unf,0.0,324.0,672.0,grav,fa,n,fusea,672,252,0,924,1.0,0.0,1,0,2,1,fa,5,typ,0,None,detchd,1941.0,unf,1.0,280.0,ta,ta,y,0,0,0,0,0,0,None,mnprv,None,0,7,2010,wd ,80000
169,85,rl,0.0,7400,pave,None,ir1,lvl,allpub,culdsac,gtl,sawyer,norm,norm,1fam,sfoyer,5,5,1984,1984,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,av,lwq,104.0,alq,956.0,0.0,1060.0,gasa,ta,y,sbrkr,1126,0,0,1126,1.0,0.0,1,0,2,1,ta,5,typ,0,None,attchd,1984.0,unf,2.0,506.0,ta,ta,y,178,0,0,0,0,0,None,None,None,0,3,2008,wd ,152000
170,20,rl,68.0,8842,pave,None,reg,lvl,allpub,corner,gtl,edwards,norm,norm,1fam,1story,5,6,1954,1954,gable,compshg,vinylsd,vinylsd,none,0.0,ta,gd,cblock,fa,ta,no,unf,0.0,unf,0.0,381.0,381.0,gasa,ex,y,sbrkr,992,0,0,992,0.0,0.0,1,0,3,1,ta,6,typ,0,None,detchd,1954.0,unf,1.0,319.0,ta,ta,y,60,0,56,0,0,0,None,mnprv,None,0,1,2010,oth,155891
171,50,rl,60.0,8850,pave,pave,reg,bnk,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,7,1920,1950,gable,compshg,wd sdng,wd shng,none,0.0,ta,gd,pconc,ta,ta,no,unf,0.0,unf,0.0,768.0,768.0,gasa,ex,y,sbrkr,752,624,0,1376,0.0,0.0,1,0,3,1,gd,7,typ,0,None,detchd,1977.0,unf,2.0,576.0,ta,ta,p,0,54,144,0,0,0,None,None,None,0,2,2007,wd ,165000
172,20,fv,92.0,9215,pave,None,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2009,2010,hip,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1218.0,1218.0,gasa,ex,y,sbrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,gd,4,typ,0,None,attchd,2009.0,rfn,2.0,676.0,ta,ta,y,0,136,0,0,0,0,None,None,None,0,4,2010,new,204500
173,70,rl,79.0,9480,pave,None,reg,lvl,allpub,inside,gtl,names,artery,norm,1fam,2story,5,7,1942,1995,gable,compshg,metalsd,metalsd,stone,224.0,ta,ta,cblock,ta,ta,no,lwq,386.0,unf,0.0,342.0,728.0,gasa,ex,y,sbrkr,888,756,0,1644,0.0,0.0,1,1,3,1,gd,7,typ,2,gd,attchd,1942.0,unf,1.0,312.0,ta,ta,y,168,0,0,0,0,0,None,None,None,0,6,2007,wd ,146500
174,20,rl,82.0,11880,pave,None,ir1,lvl,allpub,inside,gtl,nwames,rran,norm,1fam,1story,7,5,1978,1978,gable,compshg,plywood,plywood,brkface,206.0,ta,ta,cblock,gd,ta,no,alq,704.0,unf,0.0,567.0,1271.0,gasa,ta,y,sbrkr,1601,0,0,1601,0.0,0.0,2,0,3,1,ta,7,typ,1,ta,attchd,1978.0,rfn,2.0,478.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,4,2009,cod,157000
175,70,rm,60.0,10800,pave,None,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,2story,7,7,1890,1999,gable,compshg,wd sdng,wd shng,none,0.0,ta,ta,brktil,ta,ta,mn,unf,0.0,unf,0.0,1313.0,1313.0,gasw,gd,y,sbrkr,1313,1182,0,2495,0.0,0.0,2,0,5,1,ta,10,typ,1,gd,detchd,1950.0,unf,2.0,342.0,ta,fa,y,0,299,0,0,0,0,None,None,None,0,12,2008,wd ,184000
176,60,rl,0.0,7861,pave,None,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,2002,2003,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,457.0,unf,0.0,326.0,783.0,gasa,ex,y,sbrkr,807,702,0,1509,1.0,0.0,2,1,3,1,gd,7,typ,1,gd,attchd,2002.0,fin,2.0,393.0,ta,ta,y,100,75,0,0,0,0,None,None,None,0,6,2006,wd ,183200
177,20,rl,0.0,11616,pave,None,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,5,1962,1962,gable,compshg,wd sdng,wd sdng,brkface,116.0,ta,ta,cblock,ta,ta,no,lwq,170.0,blq,670.0,252.0,1092.0,gasa,ta,y,sbrkr,1092,0,0,1092,0.0,1.0,1,0,3,1,ta,6,typ,1,po,attchd,1962.0,unf,1.0,288.0,ta,ta,y,0,20,144,0,0,0,None,None,None,0,9,2009,wd ,139000
178,60,rl,96.0,10542,pave,None,reg,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,7,5,1993,1994,hip,compshg,wd sdng,imstucc,brkface,651.0,gd,ta,pconc,gd,ta,gd,glq,1173.0,unf,0.0,138.0,1311.0,gasa,ex,y,sbrkr,1325,1093,0,2418,1.0,0.0,2,1,3,1,gd,9,typ,1,ta,attchd,1993.0,rfn,3.0,983.0,ta,ta,y,250,154,216,0,0,0,None,None,None,0,8,2008,wd ,341000
179,160,rm,21.0,1680,pave,None,reg,lvl,allpub,inside,gtl,brdale,norm,norm,twnhs,2story,6,5,1971,1971,gable,compshg,hdboard,hdboard,brkface,504.0,ta,ta,cblock,ta,ta,no,rec,156.0,unf,0.0,327.0,483.0,gasa,ta,y,sbrkr,483,504,0,987,0.0,0.0,1,1,2,1,ta,5,typ,0,None,detchd,1971.0,unf,1.0,264.0,ta,ta,y,275,0,0,0,0,0,None,None,None,0,2,2010,cod,96000
180,20,rm,80.0,8546,pave,None,reg,lvl,allpub,corner,gtl,edwards,norm,norm,1fam,1story,4,5,2003,2004,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1121.0,1121.0,gasa,ex,y,sbrkr,1121,0,0,1121,0.0,0.0,2,0,2,1,ta,5,typ,0,None,attchd,2003.0,rfn,2.0,440.0,ta,ta,y,132,64,0,0,0,0,None,None,None,0,3,2010,wd ,140000
181,20,rm,90.0,7407,pave,None,reg,lvl,allpub,inside,gtl,oldtown,artery,norm,1fam,1story,6,7,1957,1996,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,glq,600.0,unf,0.0,312.0,912.0,gasa,ta,y,fusea,1236,0,0,1236,1.0,0.0,1,0,2,1,ta,6,typ,0,None,attchd,1957.0,unf,2.0,923.0,ta,ta,y,0,158,158,0,0,0,None,mnprv,None,0,4,2010,wd ,149700
182,20,rl,78.0,10140,pave,None,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,5,6,1975,1975,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,gd,ta,no,alq,788.0,unf,0.0,268.0,1056.0,gasa,ex,y,sbrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,ta,6,typ,0,None,attchd,1975.0,rfn,2.0,495.0,ta,ta,y,0,88,0,0,0,0,None,mnprv,None,0,7,2006,wd ,153500
183,20,a (agr),80.0,14584,pave,None,reg,low,allpub,inside,mod,idotrr,norm,norm,1fam,1story,1,5,1952,1952,gable,compshg,asbshng,vinylsd,none,0.0,fa,po,slab,None,None,no,None,0.0,unf,0.0,0.0,0.0,wall,po,n,fusea,733,0,0,733,0.0,0.0,1,0,2,1,fa,4,sal,0,None,attchd,1952.0,unf,2.0,487.0,fa,po,n,0,0,0,0,0,0,None,None,None,0,2,2008,wd ,13100
184,60,rl,65.0,8158,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,brkface,252.0,gd,ta,pconc,gd,ta,no,glq,550.0,unf,0.0,334.0,884.0,gasa,ex,y,sbrkr,884,884,0,1768,1.0,0.0,2,1,3,1,gd,8,typ,0,None,attchd,2003.0,rfn,2.0,543.0,ta,ta,y,0,63,0,0,0,0,None,None,None,0,7,2008,wd ,224900
185,20,fv,62.0,7500,pave,pave,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1257.0,1257.0,gasa,ex,y,sbrkr,1266,0,0,1266,0.0,0.0,2,0,3,1,gd,6,typ,1,ta,attchd,2005.0,unf,2.0,453.0,ta,ta,y,38,144,0,0,0,0,None,None,None,0,4,2006,wd ,176000
186,50,rl,85.0,10678,pave,None,reg,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,1.5fin,8,5,1992,2000,hip,compshg,hdboard,hdboard,brkface,337.0,gd,ta,pconc,gd,ta,no,glq,700.0,unf,0.0,983.0,1683.0,gasa,ex,y,sbrkr,2129,743,0,2872,0.0,0.0,2,1,4,1,gd,9,typ,1,ta,attchd,1992.0,fin,2.0,541.0,ta,ta,y,0,33,0,0,0,0,None,None,None,0,4,2007,wd ,285000
187,20,rl,49.0,15256,pave,None,ir1,lvl,allpub,culdsac,gtl,somerst,rran,norm,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,84.0,gd,ta,pconc,gd,ta,gd,glq,929.0,unf,0.0,556.0,1485.0,gasa,ex,y,sbrkr,1464,0,0,1464,1.0,0.0,2,0,3,1,gd,6,typ,0,None,attchd,2007.0,unf,3.0,754.0,ta,ta,y,168,160,0,0,0,0,None,None,None,0,8,2007,wd ,282922
188,60,rl,88.0,14200,pave,None,reg,lvl,allpub,corner,gtl,names,norm,norm,1fam,2story,7,6,1966,1966,gable,compshg,metalsd,metalsd,brkface,309.0,ta,ta,cblock,ta,ta,no,rec,445.0,unf,0.0,479.0,924.0,gasa,ex,y,sbrkr,1216,941,0,2157,0.0,0.0,2,1,4,1,gd,8,typ,2,gd,attchd,1966.0,fin,2.0,487.0,ta,ta,y,105,66,0,0,0,0,None,gdprv,None,0,5,2006,wd ,226000
189,60,rl,82.0,12438,pave,None,ir1,lvl,allpub,inside,gtl,stonebr,norm,norm,1fam,2story,8,5,2006,2006,hip,compshg,vinylsd,vinylsd,brkface,466.0,ex,ta,pconc,ex,gd,no,unf,0.0,unf,0.0,1234.0,1234.0,gasa,ex,y,sbrkr,1264,1312,0,2576,0.0,0.0,2,1,4,1,ex,10,typ,1,gd,builtin,2006.0,fin,3.0,666.0,ta,ta,y,324,100,0,0,0,0,None,None,None,0,7,2006,new,361919
190,60,rl,59.0,16023,pave,None,ir1,hls,allpub,culdsac,gtl,stonebr,norm,norm,1fam,2story,9,5,2005,2006,hip,compshg,vinylsd,vinylsd,brkface,600.0,gd,ex,pconc,ex,ta,gd,glq,1218.0,unf,0.0,180.0,1398.0,gasa,ex,y,sbrkr,1414,1384,0,2798,1.0,0.0,3,1,3,1,ex,11,typ,1,gd,builtin,2005.0,fin,3.0,670.0,ta,ta,y,182,37,0,0,0,0,None,None,None,0,3,2006,new,457347
191,20,rl,155.0,20064,pave,None,ir1,low,allpub,inside,sev,clearcr,norm,norm,1fam,1story,8,6,1976,1976,shed,wdshngl,wd sdng,wd sdng,none,0.0,gd,ta,cblock,gd,gd,gd,lwq,51.0,glq,915.0,0.0,966.0,gasa,ex,y,sbrkr,1743,0,0,1743,2.0,0.0,0,1,0,1,gd,5,typ,2,fa,attchd,1976.0,fin,2.0,529.0,ta,ta,y,646,0,0,0,0,0,None,None,None,0,5,2007,wd ,279000
192,20,rl,0.0,9819,pave,None,ir1,lvl,allpub,inside,mod,mitchel,norm,norm,1fam,1story,6,5,1977,1977,gable,compshg,plywood,imstucc,none,0.0,ta,ta,pconc,ta,ta,gd,alq,1567.0,unf,0.0,0.0,1567.0,gasa,ta,y,sbrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,gd,5,typ,2,ta,attchd,1977.0,rfn,2.0,714.0,ta,ta,y,264,32,0,0,0,0,None,None,None,0,5,2009,wd ,196000
193,20,rl,80.0,10400,pave,None,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,7,5,1976,1976,gable,compshg,hdboard,hdboard,brkface,189.0,ta,ta,cblock,gd,ta,no,unf,0.0,unf,0.0,1090.0,1090.0,gasa,ta,y,sbrkr,1370,0,0,1370,0.0,0.0,2,0,3,1,ta,6,typ,1,ta,attchd,1976.0,rfn,2.0,479.0,ta,ta,y,0,0,0,0,0,0,None,mnprv,None,0,6,2009,wd ,152000
194,90,rl,91.0,11643,pave,None,reg,lvl,allpub,inside,gtl,names,artery,norm,duplex,2story,5,5,1969,1969,gable,compshg,metalsd,metalsd,brkface,368.0,ta,ta,cblock,ta,ta,no,lwq,500.0,unf,0.0,748.0,1248.0,gasa,ta,y,sbrkr,1338,1296,0,2634,1.0,1.0,2,2,6,2,ta,12,typ,0,None,detchd,1969.0,unf,4.0,968.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,8,2009,wd ,200000
195,20,rl,78.0,11645,pave,None,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,8,5,2005,2006,hip,compshg,vinylsd,vinylsd,brkface,198.0,gd,ta,pconc,ex,ta,gd,glq,1122.0,unf,0.0,448.0,1570.0,gasa,ex,y,sbrkr,1590,0,0,1590,1.0,0.0,2,1,2,1,ex,6,typ,0,None,attchd,2005.0,fin,3.0,754.0,ta,ta,y,176,80,0,0,0,0,None,None,None,0,8,2006,new,294900
196,20,rl,61.0,7328,pave,None,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,1story,7,5,2008,2009,gable,compshg,vinylsd,vinylsd,brkface,140.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1450.0,1450.0,gasa,ex,y,sbrkr,1450,0,0,1450,0.0,0.0,2,0,2,1,gd,6,typ,0,None,attchd,2008.0,rfn,3.0,788.0,ta,ta,y,0,93,0,0,0,0,None,None,None,0,2,2009,new,224243
197,50,rl,72.0,7822,pave,None,reg,bnk,allpub,corner,gtl,edwards,artery,norm,1fam,1.5fin,6,3,1915,1950,gable,compshg,asbshng,asbshng,none,0.0,ta,fa,brktil,fa,fa,no,unf,0.0,unf,0.0,832.0,832.0,gasa,ta,y,fusef,846,492,0,1338,0.0,0.0,2,0,3,1,ta,7,typ,0,None,detchd,1974.0,unf,2.0,528.0,ta,ta,n,0,0,208,0,0,0,None,gdprv,None,0,5,2006,wd ,92000
198,60,rl,65.0,9018,pave,None,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2007,2007,hip,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,728.0,728.0,gasa,ex,y,sbrkr,728,728,0,1456,0.0,0.0,2,1,3,1,gd,8,typ,1,gd,attchd,2007.0,fin,2.0,400.0,ta,ta,y,100,24,0,0,0,0,None,None,None,0,7,2007,new,179540
199,20,rl,103.0,13472,pave,None,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,10,5,2003,2003,hip,compshg,vinylsd,vinylsd,brkface,922.0,ex,ta,pconc,ex,ta,gd,glq,56.0,unf,0.0,2336.0,2392.0,gasa,ex,y,sbrkr,2392,0,0,2392,0.0,0.0,2,0,3,1,ex,8,typ,1,ex,attchd,2003.0,fin,3.0,968.0,ta,ta,y,248,105,0,0,0,0,None,None,None,0,6,2009,wd ,386250
200,180,rm,0.0,1533,pave,None,reg,lvl,allpub,inside,gtl,meadowv,norm,norm,twnhs,slvl,4,5,1970,1970,gable,compshg,cemntbd,cmentbd,none,0.0,ta,ta,cblock,gd,ta,av,glq,503.0,unf,0.0,27.0,530.0,gasa,ta,y,sbrkr,530,462,0,992,1.0,0.0,1,0,2,1,ta,4,typ,0,None,builtin,1970.0,fin,1.0,297.0,ta,ta,y,112,97,0,0,0,0,None,None,None,0,7,2007,wd ,106500
201,60,fv,85.0,11003,pave,None,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,10,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,160.0,ex,ta,pconc,ex,ta,av,glq,765.0,unf,0.0,252.0,1017.0,gasa,ex,y,sbrkr,1026,981,0,2007,1.0,0.0,2,1,3,1,ex,10,typ,1,ex,attchd,2008.0,fin,3.0,812.0,ta,ta,y,168,52,0,0,0,0,None,None,None,0,4,2009,wd ,310000
202,60,rl,83.0,10790,pave,None,reg,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,7,5,1998,1998,gable,compshg,vinylsd,vinylsd,brkface,275.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1066.0,1066.0,gasa,ex,y,sbrkr,1108,1277,0,2385,0.0,0.0,2,1,4,1,gd,8,typ,1,ta,builtin,1998.0,fin,3.0,600.0,ta,ta,y,120,38,0,0,0,0,None,None,None,0,5,2007,wd ,252000
203,75,rl,53.0,7128,pave,None,reg,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,2.5unf,7,5,1941,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,cblock,ta,ta,no,rec,364.0,unf,0.0,554.0,918.0,gasa,gd,y,sbrkr,918,728,0,1646,0.0,0.0,2,0,4,1,ta,7,typ,2,gd,detchd,1941.0,unf,1.0,240.0,ta,ta,y,0,0,0,0,126,0,None,mnprv,None,0,8,2007,wd ,164000
204,60,rl,64.0,7713,pave,None,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,16.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,728.0,728.0,gasa,ex,y,sbrkr,728,728,0,1456,0.0,0.0,2,1,3,1,gd,7,typ,0,None,attchd,2007.0,fin,2.0,400.0,ta,ta,y,100,24,0,0,0,0,None,None,None,0,7,2007,new,177594
205,50,rm,52.0,6240,pave,None,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,5,7,1936,1980,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,fa,no,rec,276.0,unf,0.0,252.0,528.0,gasa,gd,y,sbrkr,548,492,0,1040,0.0,0.0,1,0,2,1,ta,5,typ,0,None,detchd,1979.0,fin,2.0,624.0,ta,ta,p,306,0,32,0,0,0,None,None,None,0,5,2010,wd ,123900
206,70,rl,86.0,22420,pave,None,ir1,lvl,allpub,inside,gtl,crawfor,feedr,norm,1fam,2story,6,6,1918,1950,hip,compshg,wd sdng,stucco,none,0.0,ta,ta,brktil,gd,ta,no,blq,1128.0,unf,0.0,242.0,1370.0,gasw,ta,n,fusea,1370,1254,0,2624,1.0,0.0,2,1,4,1,ta,10,typ,1,gd,detchd,1918.0,unf,3.0,864.0,ta,ta,n,0,0,0,0,0,0,None,None,None,0,11,2007,wd ,239000
207,20,rl,85.0,15300,pave,None,reg,bnk,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,5,5,1965,1977,hip,compshg,plywood,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,rec,42.0,unf,0.0,1026.0,1068.0,gasa,ta,y,sbrkr,1264,0,0,1264,1.0,0.0,1,0,2,1,ta,7,typ,1,ta,attchd,1965.0,unf,2.0,528.0,ta,ta,y,0,0,0,0,0,0,None,None,None,0,6,2010,wd ,169000
208,120,rl,0.0,3196,pave,None,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2003,2004,gable,compshg,vinylsd,vinylsd,brkface,18.0,gd,ta,pconc,gd,ta,gd,unf,0.0,unf,0.0,1374.0,1374.0,gasa,ex,y,sbrkr,1557,0,0,1557,0.0,0.0,2,0,2,1,gd,7,typ,1,ta,attchd,2003.0,fin,2.0,420.0,ta,ta,y,143,20,0,0,0,0,None,None,None,0,10,2006,wd ,234000
209,85,rl,72.0,9360,pave,None,reg,bnk,allpub,inside,gtl,mitchel,norm,norm,1fam,sfoyer,6,7,1977,1977,gable,compshg,plywood,plywood,none,0.0,ta,ta,cblock,gd,ta,av,glq,841.0,lwq,116.0,0.0,957.0,gasa,ta,y,sbrkr,1287,0,0,1287,1.0,0.0,1,1,2,1,ta,5,typ,2,fa,attchd,1977.0,rfn,2.0,541.0,ta,ta,y,302,39,0,0,120,0,None,gdwo,None,0,11,2009,wd ,173000
210,20,rl,0.0,11241,pave,None,ir1,lvl,allpub,culdsac,gtl,names,norm,norm,1fam,1story,6,7,1970,1970,gable,compshg,wd sdng,wd sdng,brkface,180.0,ta,ta,cblock,ta,ta,no,alq,578.0,unf,0.0,426.0,1004.0,gasa,ex,y,sbrkr,1004,0,0,1004,1.0,0.0,1,0,2,1,ta,5,typ,1,ta,attchd,1970.0,fin,2.0,480.0,ta,ta,y,0,0,0,0,0,0,None,None,shed,700,3,2010,wd ,149000
211,20,rl,81.0,9260,pave,None,reg,lvl,allpub,corner,gtl,sawyerw,norm,norm,1fam,1story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,mn,unf,0.0,unf,0.0,1162.0,1162.0,gasa,ex,y,sbrkr,1162,0,0,1162,0.0,0.0,2,0,3,1,gd,6,typ,0,None,attchd,2007.0,fin,2.0,483.0,ta,ta,y,0,32,0,0,0,0,None,None,None,0,3,2008,wd ,170000
212,20,fv,90.0,7993,pave,None,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2008,2009,gable,compshg,vinylsd,vinylsd,None,0.0,gd,ta,pconc,ex,ta,no,unf,0.0,unf,0.0,1436.0,1436.0,gasa,ex,y,sbrkr,1436,0,0,1436,0.0,0.0,2,0,3,1,gd,6,typ,0,None,attchd,2008.0,fin,2.0,529.0,ta,ta,y,0,121,0,0,0,0,None,None,None,0,10,2009,new,225000
213,20,rl,94.0,9239,pave,None,reg,lvl,allpub,inside,gtl,sawyer,feedr,norm,1fam,1story,5,8,1963,2003,gable,compshg,vinylsd,vinylsd,none,0.0,ta,gd,cblock,ta,ta,no,glq,634.0,unf,0.0,326.0,960.0,gasa,ex,y,sbrkr,960,0,0,960,1.0,0.0,1,0,3,1,gd,6,typ,0,None,attchd,1963.0,fin,1.0,300.0,ta,ta,y,168,0,0,0,0,0,None,None,None,0,5,2008,wd ,144900
